Unnamed: 0,OOB,UOB,VFC-SMOTE,ROSE,KUE,LB,ARF,ARFR,CALMID,LEPID
200,0.264649246,0,0,0.287465484,0,0.310871661,0,0,0.310871661,0.629384589
400,0,0,0,0,0,0.364414169,0,0,0.364414169,0.657890894
600,0.40193898,0.460353099,0,0.4041185,0,0.378342331,0,0,0.382570277,0.652672137
800,0.390772677,0.517605637,0,0,0,0,0,0,0,0.659457784
1000,0.412716268,0.496767164,0,0,0,0,0,0,0,0.661557224
1200,0.502023373,0.569893889,0.538881298,0,0,0,0.538881298,0.631295243,0.388368763,0.663180061
1400,0.65156111,0.602610912,0.739383089,0,0,0.532045019,0.739383089,0.771729504,0.612228751,0.65720675
1600,0.538429803,0.620278644,0.534345339,0,0,0.436091504,0.534345339,0.665973581,0.427138394,0.657056916
1800,0.572348336,0.613894261,0.536371112,0,0,0,0.536371112,0.533225104,0,0.661154912
2000,0.632457054,0.657354454,0.632740426,0,0,0.429850426,0.632740426,0.636862731,0.441083129,0.661480591
2200,0.375969434,0.499367551,0.571488365,0,0,0.447139508,0.571488365,0.5643554,0.377686591,0.657284614
2400,0.539247297,0.558938022,0.492550067,0,0,0.528767862,0.492550067,0.628095148,0,0.659242483
2600,0,0.491585989,0.510051838,0,0,0.478514716,0.510051838,0.494762593,0,0.66258148
2800,0.499839803,0.48053482,0.568041709,0,0,0.509404482,0.568041709,0.570199324,0,0.661337337
3000,0.522826518,0.613998257,0,0,0,0.565462685,0.579447916,0.643218229,0,0.662132285
3200,0.473243315,0.623316944,0,0,0,0.661494357,0.641116166,0.623446413,0.441827825,0.660798857
3400,0.507303491,0.531457874,0,0,0,0.739268568,0.677300464,0.596100087,0.430744648,0.66129689
3600,0.630374137,0.679180946,0,0.554601867,0,0.714701967,0.719442713,0.713929335,0.544942296,0.661756675
3800,0.43910224,0.509866923,0,0.422997337,0,0.694422978,0.650363716,0.650363716,0.433206914,0.660350169
4000,0.493770481,0.549934407,0,0,0,0.619283777,0.564917158,0.570827916,0,0.662061885
4200,0.516545781,0.626428923,0,0.46881542,0,0.646388596,0.66858148,0.66858148,0.436700185,0.662142738
4400,0.60750873,0.619632987,0,0.61447323,0,0.749879281,0.739940808,0.736368721,0.533004114,0.662944999
4600,0.593970342,0.625882902,0,0.664339273,0,0.645260556,0.653115919,0.660604261,0.446420995,0.662998672
4800,0.479748703,0.553555281,0,0.67583221,0,0.676679819,0.702302221,0.699414807,0.478739746,0.664113268
5000,0.461167353,0.554481644,0,0.692486766,0,0.683655613,0.711394395,0.683795559,0.473227766,0.664142606
5200,0.531721832,0.562161847,0,0.722720105,0,0.71425019,0.737819629,0.742504434,0.464448678,0.663441333
5400,0.686829281,0.639231114,0,0.755603058,0,0.748680774,0.718628863,0.674321,0.512016967,0.663104612
5600,0.618529961,0.592972963,0,0.740392374,0,0.729483267,0.747732272,0.778494578,0.568217064,0.664970846
5800,0.643147472,0.622634166,0.472731292,0.789494478,0,0.755654914,0.781574776,0.761082659,0.562955127,0.664573912
6000,0.58898807,0.59461949,0,0.743526485,0,0.734486928,0.669754613,0.699599777,0.453318956,0.664158852
6200,0.636676351,0.571811833,0.493727894,0.730820213,0.663206091,0.713109594,0.713362559,0.748508651,0.41235184,0.663994531
6400,0.604695719,0.532731224,0.396439141,0.70170674,0.592115946,0.679250299,0.713914914,0.717848478,0.298633222,0.663949364
6600,0.661018159,0.625942877,0.461859224,0.741006693,0.548504551,0.696317825,0.717803451,0.758335204,0.486785183,0.663390465
6800,0.680630911,0.638717107,0.671852082,0.743886137,0.597902066,0.746884883,0.748683415,0.757294886,0.447261667,0.663675187
7000,0.604419928,0.552641177,0.524010948,0.675958639,0.521069204,0.63774176,0.683478801,0.693361491,0.30943214,0.665188649
7200,0.539883101,0.556923042,0.561496031,0.642085803,0.51631876,0.653273944,0.648052806,0.654146921,0,0.665345988
7400,0.592127302,0.534761981,0.58966584,0.681895913,0.531486152,0.625920767,0.695616203,0.738371863,0.496799221,0.663989599
7600,0.609612775,0.546208198,0.524460695,0.705124738,0.505548867,0.692466562,0.691652653,0.698717719,0.502011968,0.664892233
7800,0.561178123,0.520009637,0.501848165,0.631504148,0.450099241,0.53251349,0.56163258,0.629917664,0.434098096,0.665092504
